Timestamp,X,X Dev,Y,Y Dev
1/30/2025 0:02,0.0388,-0.0047,0.079,-0.017
1/30/2025 0:02,0.0385,-0.005,0.0857,-0.0103
1/30/2025 0:02,0.0398,-0.0037,0.0904,-0.0056
1/30/2025 0:02,0.0386,-0.0049,0.08,-0.016
1/30/2025 0:02,0.0386,-0.0049,0.1023,0.0063
1/30/2025 0:03,0.0397,-0.0038,0.103,0.007
1/30/2025 0:03,0.0396,-0.0039,0.1012,0.0052
1/30/2025 0:03,0.0387,-0.0048,0.0958,-0.0002
1/30/2025 0:03,0.0387,-0.0048,0.101,0.005
1/30/2025 0:03,0.0397,-0.0038,0.0649,-0.0311
1/30/2025 0:03,0.0387,-0.0048,0.081,-0.015
1/30/2025 0:03,0.0385,-0.005,0.0808,-0.0152
1/30/2025 0:03,0.0389,-0.0046,0.0806,-0.0154
1/30/2025 0:03,0.0388,-0.0047,0.0832,-0.0128
1/30/2025 0:03,0.0569,0.0134,0.0656,-0.0304
1/30/2025 0:03,0.0387,-0.0048,0.098,0.002
1/30/2025 0:03,0.0425,-0.001,0.0767,-0.0193
1/30/2025 0:04,0.0389,-0.0046,0.0834,-0.0126
1/30/2025 0:04,0.0463,0.0028,0.0797,-0.0163
1/30/2025 0:04,0.0389,-0.0046,0.0857,-0.0103
1/30/2025 0:04,0.0384,-0.0051,0.0829,-0.0131
1/30/2025 0:04,0.0383,-0.0052,0.0839,-0.0121
1/30/2025 0:04,0.0383,-0.0052,0.0805,-0.0155
1/30/2025 0:04,0.0383,-0.0052,0.0799,-0.0161
1/30/2025 0:04,0.0382,-0.0053,0.0802,-0.0158
1/30/2025 0:04,0.0383,-0.0052,0.079,-0.017
1/30/2025 0:04,0.0383,-0.0052,0.0789,-0.0171
1/30/2025 0:04,0.0384,-0.0051,0.0791,-0.0169
1/30/2025 0:04,0.0382,-0.0053,0.0791,-0.0169
1/30/2025 0:05,0.0382,-0.0053,0.079,-0.017
1/30/2025 0:05,0.0382,-0.0053,0.0789,-0.0171
1/30/2025 0:05,0.0384,-0.0051,0.0791,-0.0169
1/30/2025 0:05,0.0383,-0.0052,0.0792,-0.0168
1/30/2025 0:05,0.0382,-0.0053,0.0793,-0.0167
1/30/2025 0:05,0.0386,-0.0049,0.0792,-0.0168
1/30/2025 0:05,0.0384,-0.0051,0.0788,-0.0172
1/30/2025 0:05,0.0384,-0.0051,0.0782,-0.0178
1/30/2025 0:05,0.0384,-0.0051,0.0819,-0.0141
1/30/2025 0:05,0.0384,-0.0051,0.08,-0.016
1/30/2025 0:05,0.0384,-0.0051,0.0796,-0.0164
1/30/2025 0:05,0.0383,-0.0052,0.0772,-0.0188
1/30/2025 0:06,0.0389,-0.0046,0.0812,-0.0148
1/30/2025 0:06,0.0384,-0.0051,0.081,-0.015
1/30/2025 0:06,0.0384,-0.0051,0.08,-0.016
1/30/2025 0:06,0.0384,-0.0051,0.0804,-0.0156
1/30/2025 0:06,0.0383,-0.0052,0.0836,-0.0124
1/30/2025 0:06,0.0385,-0.005,0.0829,-0.0131
1/30/2025 0:06,0.0386,-0.0049,0.0799,-0.0161
1/30/2025 0:06,0.0383,-0.0052,0.0808,-0.0152
1/30/2025 0:06,0.0383,-0.0052,0.0803,-0.0157
1/30/2025 0:06,0.0384,-0.0051,0.0834,-0.0126
1/30/2025 0:06,0.0386,-0.0049,0.0891,-0.0069
1/30/2025 0:06,0.044,0.0005,0.0866,-0.0094
1/30/2025 0:07,0.0806,0.0371,0.0748,-0.0212
1/30/2025 0:07,0.065,0.0215,0.08,-0.016
1/30/2025 0:07,0.0791,0.0356,0.0727,-0.0233
1/30/2025 0:07,Gauge Error: No Part,,,
1/30/2025 0:07,0.0439,0.0004,0.081,-0.015
1/30/2025 0:07,0.045,0.0015,0.0964,0.0004
1/30/2025 0:07,0.0443,0.0008,0.101,0.005
1/30/2025 0:07,0.0503,0.0068,0.0989,0.0029
1/30/2025 0:07,0.0445,0.001,0.1005,0.0045
1/30/2025 0:07,0.0442,0.0007,0.101,0.005
1/30/2025 0:07,0.0442,0.0007,0.101,0.005
1/30/2025 0:07,0.0443,0.0008,0.1009,0.0049
1/30/2025 0:08,0.0442,0.0007,0.1009,0.0049
1/30/2025 0:08,0.0443,0.0008,0.1016,0.0056
1/30/2025 0:08,0.0443,0.0008,0.101,0.005
1/30/2025 0:08,0.0443,0.0008,0.1013,0.0053
1/30/2025 0:08,0.0442,0.0007,0.1013,0.0053
1/30/2025 0:08,0.0443,0.0008,0.1017,0.0057
1/30/2025 0:08,0.0443,0.0008,0.1018,0.0058
1/30/2025 0:08,0.0453,0.0018,0.1001,0.0041
1/30/2025 0:08,0.0443,0.0008,0.101,0.005
1/30/2025 0:08,0.0444,0.0009,0.1019,0.0059
1/30/2025 0:08,0.0442,0.0007,0.101,0.005
1/30/2025 0:08,0.0441,0.0006,0.1015,0.0055
1/30/2025 0:09,0.0442,0.0007,0.1017,0.0057
1/30/2025 0:09,0.0442,0.0007,0.1017,0.0057
1/30/2025 0:09,0.0442,0.0007,0.1018,0.0058
1/30/2025 0:09,0.0442,0.0007,0.102,0.006
1/30/2025 0:09,0.0442,0.0007,0.1011,0.0051
1/30/2025 0:09,0.0442,0.0007,0.1012,0.0052
1/30/2025 0:09,0.0442,0.0007,0.1019,0.0059
1/30/2025 0:09,0.0442,0.0007,0.1019,0.0059
1/30/2025 0:09,0.0442,0.0007,0.102,0.006
1/30/2025 0:09,0.0441,0.0006,0.1016,0.0056
1/30/2025 0:09,0.0444,0.0009,0.102,0.006
1/30/2025 0:09,0.0443,0.0008,0.102,0.006
1/30/2025 0:10,0.0443,0.0008,0.102,0.006
1/30/2025 0:10,0.0442,0.0007,0.1011,0.0051
1/30/2025 0:10,0.0443,0.0008,0.1018,0.0058
1/30/2025 0:10,0.0443,0.0008,0.102,0.006
1/30/2025 0:10,0.0443,0.0008,0.1021,0.0061
1/30/2025 0:10,0.0443,0.0008,0.102,0.006
1/30/2025 0:10,0.0445,0.001,0.1019,0.0059
1/30/2025 0:10,0.0443,0.0008,0.102,0.006
1/30/2025 0:10,0.0443,0.0008,0.1023,0.0063
1/30/2025 0:10,0.0441,0.0006,0.1019,0.0059
1/30/2025 0:10,0.0443,0.0008,0.1008,0.0048
1/30/2025 0:10,0.0442,0.0007,0.1014,0.0054
1/30/2025 0:11,0.0444,0.0009,0.1023,0.0063
1/30/2025 0:11,0.0444,0.0009,0.1022,0.0062
1/30/2025 0:11,0.0443,0.0008,0.1023,0.0063
1/30/2025 0:11,0.0443,0.0008,0.1022,0.0062
1/30/2025 0:11,0.0443,0.0008,0.1019,0.0059
1/30/2025 0:11,0.0443,0.0008,0.1023,0.0063
1/30/2025 0:11,0.0444,0.0009,0.1023,0.0063
1/30/2025 0:11,0.0445,0.001,0.1022,0.0062
1/30/2025 0:11,0.0442,0.0007,0.1005,0.0045
1/30/2025 0:11,0.0436,0.0001,0.0967,0.0007
1/30/2025 0:11,0.0444,0.0009,0.0997,0.0037
1/30/2025 0:11,0.0446,0.0011,0.1,0.004
1/30/2025 0:12,0.0441,0.0006,0.0987,0.0027
1/30/2025 0:12,0.0438,0.0003,0.0978,0.0018
1/30/2025 0:12,0.0438,0.0003,0.0968,0.0008
1/30/2025 0:12,0.0437,0.0002,0.0968,0.0008
1/30/2025 0:12,0.0436,0.0001,0.0963,0.0003
1/30/2025 0:12,0.0437,0.0002,0.0967,0.0007
1/30/2025 0:12,0.0438,0.0003,0.0959,-0.0001
1/30/2025 0:12,0.0437,0.0002,0.0964,0.0004
1/30/2025 0:12,0.0437,0.0002,0.0966,0.0006
1/30/2025 0:12,0.0437,0.0002,0.0964,0.0004
1/30/2025 0:12,0.0438,0.0003,0.0964,0.0004
1/30/2025 0:12,0.0437,0.0002,0.0963,0.0003
1/30/2025 0:13,0.0437,0.0002,0.0963,0.0003
1/30/2025 0:13,0.0437,0.0002,0.0964,0.0004
1/30/2025 0:13,0.0438,0.0003,0.0962,0.0002
1/30/2025 0:13,0.0438,0.0003,0.096,0
1/30/2025 0:13,0.0438,0.0003,0.0962,0.0002
1/30/2025 0:13,0.0437,0.0002,0.0966,0.0006
1/30/2025 0:13,0.0437,0.0002,0.0965,0.0005
1/30/2025 0:13,0.0437,0.0002,0.0962,0.0002
1/30/2025 0:13,0.0437,0.0002,0.0964,0.0004
1/30/2025 0:13,0.0439,0.0004,0.0952,-0.0008
1/30/2025 0:13,0.0438,0.0003,0.0964,0.0004
1/30/2025 0:13,0.0438,0.0003,0.0959,-0.0001
1/30/2025 0:14,0.0438,0.0003,0.0965,0.0005
1/30/2025 0:14,0.0438,0.0003,0.0962,0.0002
1/30/2025 0:14,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:14,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:14,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:14,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:14,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:14,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:14,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:14,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:14,0.0439,0.0004,0.096,0
1/30/2025 0:14,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:15,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:15,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:15,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:15,0.0438,0.0003,0.0964,0.0004
1/30/2025 0:15,0.0438,0.0003,0.0964,0.0004
1/30/2025 0:15,0.0438,0.0003,0.0964,0.0004
1/30/2025 0:15,0.0437,0.0002,0.0964,0.0004
1/30/2025 0:15,0.0438,0.0003,0.0966,0.0006
1/30/2025 0:15,0.0437,0.0002,0.0965,0.0005
1/30/2025 0:15,0.0437,0.0002,0.0965,0.0005
1/30/2025 0:15,0.0438,0.0003,0.0965,0.0005
1/30/2025 0:15,0.0438,0.0003,0.0963,0.0003
1/30/2025 0:16,0.0438,0.0003,0.0964,0.0004
1/30/2025 0:16,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:16,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:16,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:16,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:16,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:16,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:16,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:16,0.044,0.0005,0.0963,0.0003
1/30/2025 0:16,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:16,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:16,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:17,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:17,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:17,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:17,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:17,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:17,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:17,0.044,0.0005,0.0964,0.0004
1/30/2025 0:17,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:17,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:17,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:17,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:17,0.0438,0.0003,0.0966,0.0006
1/30/2025 0:18,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:18,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:18,0.0439,0.0004,0.096,0
1/30/2025 0:18,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:18,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:18,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:18,0.0438,0.0003,0.0962,0.0002
1/30/2025 0:18,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:18,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:18,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:18,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:18,0.0442,0.0007,0.096,0
1/30/2025 0:19,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:19,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:19,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:19,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:19,0.044,0.0005,0.0964,0.0004
1/30/2025 0:19,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:19,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:19,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:19,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:19,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:19,0.0439,0.0004,0.0966,0.0006
1/30/2025 0:19,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:20,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:20,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:20,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:20,0.044,0.0005,0.0965,0.0005
1/30/2025 0:20,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:20,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:20,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:20,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:20,0.0439,0.0004,0.096,0
1/30/2025 0:20,0.044,0.0005,0.0964,0.0004
1/30/2025 0:20,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:20,0.0439,0.0004,0.0966,0.0006
1/30/2025 0:21,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:21,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:21,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:21,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:21,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:21,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:21,0.044,0.0005,0.0964,0.0004
1/30/2025 0:21,0.044,0.0005,0.0964,0.0004
1/30/2025 0:21,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:21,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:21,0.044,0.0005,0.0964,0.0004
1/30/2025 0:21,0.044,0.0005,0.0962,0.0002
1/30/2025 0:22,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:22,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:22,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:22,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:22,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:22,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:22,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:22,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:22,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:22,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:22,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:22,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:23,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:23,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:23,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:23,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:23,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:23,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:23,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:23,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:23,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:23,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:23,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:23,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:24,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:24,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:24,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:24,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:24,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:24,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:24,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:24,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:24,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:24,0.044,0.0005,0.0962,0.0002
1/30/2025 0:24,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:24,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:25,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:25,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:25,0.044,0.0005,0.0963,0.0003
1/30/2025 0:25,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:25,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:25,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:25,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:25,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:25,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:25,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:25,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:25,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:26,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:26,0.044,0.0005,0.0964,0.0004
1/30/2025 0:26,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:26,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:26,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:26,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:26,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:26,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:26,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:26,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:26,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:26,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:27,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:27,0.0439,0.0004,0.0958,-0.0002
1/30/2025 0:27,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:27,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:27,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:27,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:27,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:27,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:27,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:27,0.044,0.0005,0.0962,0.0002
1/30/2025 0:27,0.044,0.0005,0.096,0
1/30/2025 0:27,0.0439,0.0004,0.0959,-0.0001
1/30/2025 0:28,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:28,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:28,0.044,0.0005,0.0964,0.0004
1/30/2025 0:28,0.044,0.0005,0.0958,-0.0002
1/30/2025 0:28,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:28,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:28,0.044,0.0005,0.0965,0.0005
1/30/2025 0:28,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:28,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:28,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:28,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:28,0.0438,0.0003,0.0961,0.0001
1/30/2025 0:29,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:29,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:29,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:29,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:29,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:29,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:29,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:29,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:29,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:29,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:29,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:29,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:30,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:30,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:30,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:30,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:30,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:30,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:30,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:30,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:30,0.044,0.0005,0.0962,0.0002
1/30/2025 0:30,0.044,0.0005,0.0954,-0.0006
1/30/2025 0:30,0.044,0.0005,0.0965,0.0005
1/30/2025 0:30,0.044,0.0005,0.0963,0.0003
1/30/2025 0:31,0.044,0.0005,0.0961,0.0001
1/30/2025 0:31,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:31,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:31,0.0439,0.0004,0.096,0
1/30/2025 0:31,0.044,0.0005,0.0961,0.0001
1/30/2025 0:31,0.044,0.0005,0.0961,0.0001
1/30/2025 0:31,0.0439,0.0004,0.096,0
1/30/2025 0:31,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:31,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:31,0.0439,0.0004,0.0959,-0.0001
1/30/2025 0:31,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:31,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:32,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:32,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:32,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:32,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:32,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:32,0.044,0.0005,0.0961,0.0001
1/30/2025 0:32,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:32,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:32,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:32,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:32,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:32,0.044,0.0005,0.0962,0.0002
1/30/2025 0:33,0.044,0.0005,0.0962,0.0002
1/30/2025 0:33,0.044,0.0005,0.0961,0.0001
1/30/2025 0:33,0.044,0.0005,0.0962,0.0002
1/30/2025 0:33,0.044,0.0005,0.0962,0.0002
1/30/2025 0:33,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:33,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:33,0.044,0.0005,0.0961,0.0001
1/30/2025 0:33,0.0439,0.0004,0.096,0
1/30/2025 0:33,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:33,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:33,0.044,0.0005,0.0963,0.0003
1/30/2025 0:33,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:34,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:34,0.0439,0.0004,0.0964,0.0004
1/30/2025 0:34,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:34,0.0439,0.0004,0.0965,0.0005
1/30/2025 0:34,0.044,0.0005,0.0962,0.0002
1/30/2025 0:34,0.044,0.0005,0.0963,0.0003
1/30/2025 0:34,0.044,0.0005,0.0962,0.0002
1/30/2025 0:34,0.044,0.0005,0.0962,0.0002
1/30/2025 0:34,0.044,0.0005,0.0963,0.0003
1/30/2025 0:34,0.044,0.0005,0.0961,0.0001
1/30/2025 0:34,0.044,0.0005,0.0963,0.0003
1/30/2025 0:34,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:35,0.044,0.0005,0.0962,0.0002
1/30/2025 0:35,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:35,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:35,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:35,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:35,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:35,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:35,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:35,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:35,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:35,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:35,0.044,0.0005,0.0962,0.0002
1/30/2025 0:36,0.044,0.0005,0.0961,0.0001
1/30/2025 0:36,0.044,0.0005,0.0962,0.0002
1/30/2025 0:36,0.0439,0.0004,0.0956,-0.0004
1/30/2025 0:36,0.044,0.0005,0.0963,0.0003
1/30/2025 0:36,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:36,0.044,0.0005,0.0962,0.0002
1/30/2025 0:36,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:36,0.044,0.0005,0.0957,-0.0003
1/30/2025 0:36,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:36,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:36,0.0439,0.0004,0.096,0
1/30/2025 0:36,0.044,0.0005,0.0955,-0.0005
1/30/2025 0:37,0.044,0.0005,0.096,0
1/30/2025 0:37,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:37,0.0439,0.0004,0.0962,0.0002
1/30/2025 0:37,0.0439,0.0004,0.0963,0.0003
1/30/2025 0:37,0.0439,0.0004,0.0961,0.0001
1/30/2025 0:37,0.044,0.0005,0.0961,0.0001
1/30/2025 0:37,0.0439,0.0004,0.0964,0.0004
